"パケット","シーケンス","間隔 (ms)","ジッタ (ms)","Skew","帯域","マーカー","状態"
"127.0.0.1:6000 → 127.0.0.1:6000 (0xca110000)"
725,358,15.358000000000175,6.3343695432331115,2.9329999999999927,81.6,"","OK"
727,359,15.423999999999978,6.224471446781044,7.5090000000000146,81.6,"","OK"
730,360,30.728000000000065,6.505941981357233,-3.219000000000051,80,"","OK"
731,361,15.489999999999782,6.381195607522419,1.2910000000001673,81.6,"","OK"
733,362,15.230000000000473,6.2804958820522385,6.060999999999694,81.6,"","OK"
735,363,32.0590000000002,6.641652389423986,-5.998000000000502,80,"","OK"
737,364,15.75,6.492174115084987,-1.748000000000502,81.6,"","OK"
739,365,15.205999999999221,6.386038232892224,3.0460000000002765,81.6,"","OK"
741,366,15.441000000000713,6.271848343336416,7.604999999999563,81.6,"","OK"
743,367,30.91699999999946,6.562170321877856,-3.311999999999898,80,"","OK"
745,368,15.779999999999745,6.415784676760506,0.9080000000003565,81.6,"","OK"
747,369,15.067000000000917,6.323110634462917,5.84099999999944,81.6,"","OK"
750,370,31.844999999999345,6.668228719808943,-6.003999999999905,80,"","OK"
751,371,15.868000000000393,6.50971442482086,-1.8720000000002983,81.6,"","OK"
753,372,15.95299999999952,6.3557947732695865,2.175000000000182,81.6,"","OK"
755,373,15.030999999999949,6.26912009994024,7.144000000000233,81.6,"","OK"
757,374,29.942000000000007,6.498675093693976,-2.7979999999997744,80,"","OK"
759,375,14.925000000000182,6.409695400338091,2.2770000000000437,81.6,"","OK"
761,376,15.777000000000044,6.273026937816957,6.5,81.6,"","OK"
763,377,31.24499999999989,6.583775254203391,-4.744999999999891,80,"","OK"
765,378,15.293000000000575,6.466476800815643,-0.03800000000046566,81.6,"","OK"
767,379,15.706999999999425,6.330634500764702,4.255000000000109,81.6,"","OK"
769,380,15.34900000000016,6.225657344466898,8.905999999999949,81.6,"","OK"
772,381,30.252000000000407,6.477303760437742,-1.3460000000004584,80,"","OK"
773,382,15.534999999999854,6.351534775410393,3.118999999999687,81.6,"","OK"
775,383,15.298999999999978,6.248376351947245,7.819999999999709,81.6,"","OK"
778,384,31.42999999999938,6.572227829950504,-3.6099999999996726,80,"","OK"
779,385,14.477000000000771,6.506651090578549,1.9129999999995562,81.6,"","OK"
781,386,15.495999999999185,6.381485397417441,6.417000000000371,81.6,"","OK"
783,387,31.160000000000764,6.680142560078899,-4.743000000000393,80,"","OK"
785,388,15.482999999999265,6.544946150074013,-0.22599999999965803,80,"","OK"
787,389,15.287000000000262,6.430449515694371,4.48700000000008,81.6,"","OK"
789,390,15.636000000000422,6.301296420963446,8.850999999999658,81.6,"","OK"
792,391,31.278000000000247,6.612340394653247,-2.4270000000005894,80,"","OK"
793,392,15.9399999999996,6.452819119987444,1.6329999999998108,81.6,"","OK"
795,393,15.345000000000255,6.340455424988213,6.287999999999556,81.6,"","OK"
797,394,30.492999999999483,6.599989460926418,-4.204999999999927,80,"","OK"
799,395,15.769000000000233,6.451927619618502,0.02599999999983993,80,"","OK"
801,396,15.511999999999716,6.329182143392363,4.514000000000124,81.6,"","OK"
803,397,15.793000000000575,6.196545759430305,8.720999999999549,81.6,"","OK"
805,398,30.69799999999941,6.477886649465874,-1.9769999999998618,80,"","OK"
807,399,15.095000000000255,6.379581233874241,2.9279999999998836,81.6,"","OK"
809,400,14.898000000000138,6.299732406757093,8.029999999999745,81.6,"","OK"
811,401,31.747999999999593,6.640249131334749,-3.717999999999847,80,"","OK"
813,402,15.900000000000546,6.481483560626293,0.3819999999996071,80,"","OK"
815,403,15.989999999999782,6.3270158380871635,4.391999999999825,81.6,"","OK"
818,404,29.881000000000313,6.549139848206735,-5.4890000000004875,80,"","OK"
819,405,15.961999999999534,6.3921936076938435,-1.4510000000000218,80,"","OK"
821,406,15.324000000000524,6.284931507212946,3.2249999999994543,81.6,"","OK"
823,407,15.448999999999614,6.176560788012161,7.77599999999984,81.6,"","OK"
825,408,30.315999999999804,6.435275738761389,-2.5399999999999636,80,"","OK"
827,409,15.538000000000466,6.311946005088773,1.9219999999995707,80,"","OK"
829,410,15.322000000000116,6.209824379770717,6.600000000000364,81.6,"","OK"
831,411,31.323999999998705,6.529460356034966,-4.723999999998341,80,"","OK"
833,412,15.239000000001397,6.418931583782694,0.037000000000261934,80,"","OK"
835,413,15.815999999998894,6.279248359796345,4.221000000001368,81.6,"","OK"
837,414,15.203999999999724,6.186545337309091,9.017000000001644,81.6,"","OK"
839,415,31.360000000000582,6.509886253727309,-2.3429999999989377,80,"","OK"
841,416,15.217000000000553,6.401955862869318,2.4400000000005093,80,"","OK"
843,417,15.55199999999968,6.279833621440006,6.8880000000008295,81.6,"","OK"
845,418,31.41699999999946,6.600906520099972,-4.528999999998632,80,"","OK"
847,419,15.463999999999942,6.471849862593728,0.007000000001426088,80,"","OK"
849,420,15.71900000000096,6.33492174618156,4.288000000000466,81.6,"","OK"
851,421,15.54700000000048,6.217301637045182,8.740999999999985,81.6,"","OK"
853,422,30.46099999999933,6.482532784729816,-1.7199999999993452,80,"","OK"
855,423,15.171000000000276,6.379186985684186,3.1090000000003783,80,"","OK"
857,424,15.332000000000335,6.272237799078903,7.777000000000044,81.6,"","OK"
860,425,31.396999999999025,6.59253543663641,-3.6199999999989814,80,"","OK"
861,426,15.44000000000051,6.465501971846603,0.9400000000005093,80,"","OK"
863,427,15.318999999999505,6.353970598606221,5.621000000001004,81.6,"","OK"
866,428,30.99200000000019,6.643847436193344,-5.370999999999185,80,"","OK"
867,429,15.550999999999476,6.506669471431293,-0.9219999999986612,80,"","OK"
869,430,15.757000000001426,6.365190129466748,3.3209999999999127,80,"","OK"
871,431,15.071999999998297,6.275365746375182,8.249000000001615,81.6,"","OK"
873,432,31.084000000000742,6.575905387226779,-2.834999999999127,80,"","OK"
875,433,15.016999999999825,6.476348800525116,2.1480000000010477,80,"","OK"
877,434,14.853000000000975,6.3932645004922355,7.295000000000073,81.6,"","OK"
880,435,31.962999999999738,6.741372969211454,-4.667999999999665,80,"","OK"
882,436,15.993000000000393,6.570474658635714,-0.6610000000000582,80,"","OK"
883,437,15.872999999999593,6.417757492471007,3.4660000000003492,81.6,"","OK"
885,438,15.903000000000247,6.272710149191553,7.563000000000102,81.6,"","OK"
888,439,30.7549999999992,6.552853264867031,-3.191999999999098,80,"","OK"
889,440,16.090000000000146,6.387674935812833,0.7180000000007567,80,"","OK"
891,441,15.102999999999156,6.294507752324583,5.615000000001601,81.6,"","OK"
894,442,31.540000000000873,6.622351017804352,-5.924999999999272,80,"","OK"
895,443,15.254000000000815,6.505079079191529,-1.1790000000000873,80,"","OK"
897,444,15.170999999998457,6.400324136742155,3.650000000001455,81.6,"","OK"
899,445,15.254000000000815,6.296928878195719,8.39600000000064,81.6,"","OK"
901,446,30.70800000000054,6.572620823308521,-2.311999999999898,80,"","OK"
903,447,15.578999999999724,6.438144521851755,2.1090000000003783,80,"","OK"
905,448,15.395999999998821,6.323510489236094,6.713000000001557,81.6,"","OK"
907,449,30.83300000000054,6.6053535836588715,-4.119999999998981,80,"","OK"
909,450,16.01599999999962,6.441518984680216,-0.13599999999860302,80,"","OK"
911,451,15.183000000000902,6.339986548137646,4.681000000000495,81.6,"","OK"
914,452,30.994000000000597,6.6308623888790805,-6.313000000000102,80,"","OK"
915,453,15.620999999999185,6.490120989574189,-1.933999999999287,80,"","OK"
917,454,15.068999999999505,6.392675927725833,2.997000000001208,81.6,"","OK"
919,455,15.319000000001324,6.285696182242885,7.677999999999884,81.6,"","OK"
921,456,31.472999999999956,6.609902670852702,-3.7950000000000728,80,"","OK"
923,457,15.645999999998821,6.468908753924482,0.559000000001106,80,"","OK"
925,458,15.907000000001062,6.320414456804135,4.652000000000044,81.6,"","OK"
927,459,29.95600000000013,6.547638553253885,-5.304000000000087,80,"","OK"
929,460,15.08299999999872,6.445723643675597,-0.38699999999880674,80,"","OK"
931,461,16.077000000001135,6.288053415945802,3.536000000000058,81.6,"","OK"
933,462,15.638999999999214,6.167612577449239,7.897000000000844,81.6,"","OK"
935,463,30.611000000000786,6.445324291358711,-2.713999999999942,80,"","OK"
937,464,15.852999999999156,6.301679023148844,1.4330000000009022,80,"","OK"
939,465,15.929000000000087,6.162261584202035,5.504000000000815,81.6,"","OK"
942,466,30.993000000000393,6.464182735189432,-5.488999999999578,80,"","OK"
943,467,15.615999999999985,6.334171314240093,-1.1049999999995634,80,"","OK"
946,468,15.701999999999316,6.20691060710013,3.1930000000011205,81.6,"","OK"
947,469,15.378000000000611,6.107853694156334,7.815000000000509,81.6,"","OK"
949,470,31.222999999999956,6.42755033827156,-3.407999999999447,80,"","OK"
951,471,15.226999999998952,6.324140942129653,1.3650000000016007,80,"","OK"
953,472,15.595000000001164,6.204194633246477,5.770000000000437,81.6,"","OK"
956,473,31.229999999999563,6.518307468668545,-5.459999999999127,80,"","OK"
957,474,15.579999999999927,6.387163251876766,-1.0399999999990541,80,"","OK"
959,475,15.420000000000073,6.274215548634463,3.540000000000873,81.6,"","OK"
961,476,15.657999999999447,6.153452076844844,7.882000000001426,81.6,"","OK"
963,477,30.25300000000061,6.4096738220420795,-2.370999999999185,80,"","OK"
966,478,15.691000000000713,6.278381708164405,1.9380000000001019,81.6,"","OK"
967,479,15.645999999998821,6.158107851404203,6.292000000001281,81.6,"","OK"
969,480,31.183000000000902,6.4721636106914975,-4.890999999999622,80,"","OK"
971,481,15.016999999999825,6.37909088502329,0.09200000000055297,80,"","OK"
973,482,16.110999999998967,6.223460204709399,3.981000000001586,81.6,"","OK"
975,483,14.986000000000786,6.1478689419150125,8.9950000000008,81.6,"","OK"
978,484,31.01300000000083,6.451939633045376,-2.018000000000029,80,"","OK"
980,485,16.05999999999949,6.294943405980073,1.9220000000004802,81.6,"","OK"
981,486,14.85399999999936,6.223134443106358,7.0680000000011205,81.6,"","OK"
983,487,30.579999999999927,6.495438540412206,-3.5119999999988067,80,"","OK"
985,488,15.792999999999665,6.3524111316364635,0.695000000001528,80,"","OK"
987,489,15.428000000001703,6.2411354359090785,5.266999999999825,81.6,"","OK"
990,490,30.487999999999374,6.506564471164722,-5.220999999999549,80,"","OK"
991,491,15.921000000000276,6.35484169171691,-1.1419999999998254,80,"","OK"
993,492,15.653999999998632,6.229289085984688,3.2040000000015425,81.6,"","OK"
995,493,16.034999999999854,6.087771018110654,7.169000000001688,81.6,"","OK"
997,494,31.58300000000054,6.431222829478772,-4.41399999999885,80,"","OK"
999,495,15.306000000000495,6.322646402636318,0.28000000000065484,80,"","OK"
1001,496,15.185999999999694,6.228356002471567,5.09400000000096,81.6,"","OK"
1003,497,30.58100000000013,6.500396252317102,-5.4869999999991705,80,"","OK"
1005,498,16.004000000000815,6.343871486547232,-1.4909999999999854,80,"","OK"
1007,499,15.354999999999563,6.237692018638057,3.154000000000451,81.6,"","OK"
1009,500,15.746999999999389,6.113648767473217,7.407000000001062,81.6,"","OK"
1011,501,30.56800000000112,6.392045719506211,-3.161000000000058,80,"","OK"
1013,502,16.018999999998414,6.241355362037171,0.820000000001528,81.6,"","OK"
1015,503,15.08600000000115,6.1583956519097764,5.734000000000378,81.6,"","OK"
1017,504,31.221999999999753,6.4748709236654,-5.487999999999374,80,"","OK"
1019,505,15.808999999999287,6.332128990936357,-1.2969999999986612,80,"","OK"
1021,506,14.778000000000247,6.262745929002819,3.9250000000010914,81.6,"","OK"
1023,507,15.644000000000233,6.143574308440129,8.281000000000859,81.6,"","OK"
1026,508,31.072000000000116,6.451600914162628,-2.790999999999258,80,"","OK"
1027,509,14.921000000000276,6.365813357027447,2.2880000000004657,81.6,"","OK"
1029,510,14.925999999999476,6.285075022213264,7.3620000000009895,81.6,"","OK"
1031,511,30.10200000000077,6.523632833324983,-2.7399999999997817,80,"","OK"
1033,512,15.862999999999374,6.374468281242211,1.397000000000844,80,"","OK"
1035,513,14.899999999999636,6.294814013664595,6.497000000001208,81.6,"","OK"
1038,514,29.85900000000038,6.517575637810582,-3.3619999999991705,80,"","OK"
1039,515,15.793999999999869,6.373102160447429,0.8440000000009604,80,"","OK"
1041,516,15.41400000000067,6.261408275419423,5.430000000000291,81.6,"","OK"
1043,517,31.406999999999243,6.583007758205661,-5.976999999998952,80,"","OK"
1045,518,14.829999999999927,6.4946947733178115,-0.8069999999988795,80,"","OK"
1047,519,15.934000000001106,6.342901349985379,3.2590000000000146,80,"","OK"
1049,520,16.036999999998443,6.19415751561139,7.222000000001572,81.6,"","OK"
1051,521,30.889000000001033,6.487585170885742,-3.6669999999994616,80,"","OK"
1053,522,14.907999999999447,6.400361097705418,1.4250000000010914,80,"","OK"
1055,523,15.905000000000655,6.256276029098789,5.520000000000437,81.6,"","OK"
1057,524,30.99699999999939,6.552571277280077,-5.476999999998952,80,"","OK"
1059,525,15.950000000000728,6.396160572450026,-1.4269999999996799,80,"","OK"
1061,526,15.877000000000407,6.254088036671874,2.6959999999999127,80,"","OK"
1063,527,15.024999999999636,6.1741450343799045,7.6710000000002765,81.6,"","OK"
1065,528,30.95799999999872,6.47313596973108,-3.286999999998443,80,"","OK"
1068,529,15.911000000000058,6.324127471622885,0.8020000000014988,80,"","OK"
1069,530,15.936000000001513,6.1828695046463595,4.8659999999999854,81.6,"","OK"
1072,531,30.92899999999827,6.479502660605854,-6.062999999998283,80,"","OK"
1073,532,15.928000000001703,6.329033744317881,-1.9909999999999854,80,"","OK"
1075,533,14.97899999999936,6.247281635298053,3.030000000000655,80,"","OK"
1077,534,16.072000000000116,6.102326533091918,6.958000000000538,81.6,"","OK"
1080,535,30.909999999999854,6.402806124773664,-3.951999999999316,80,"","OK"
1081,536,15.923000000000684,6.257443241975268,0.125,80,"","OK"
1084,537,15.920999999998457,6.12129053935191,4.2040000000015425,81.6,"","OK"
1085,538,15.941000000000713,5.992397380642371,8.26300000000083,81.6,"","OK"
1087,539,30.05999999999949,6.246622544352191,-1.7969999999986612,80,"","OK"
1089,540,16.048000000000684,6.1032086353301365,2.155000000000655,81.6,"","OK"
1091,541,14.88299999999981,6.041570595622015,7.272000000000844,81.6,"","OK"
1094,542,31.913000000000466,6.408534933395668,-4.640999999999622,80,"","OK"
1096,543,15.90099999999984,6.264189000058448,-0.5419999999994616,80,"","OK"
1097,544,15.226999999998952,6.170989687554861,4.231000000001586,81.6,"","OK"
1099,545,15.439000000000306,6.0703653320826625,8.79200000000128,81.6,"","OK"
1101,546,30.95800000000054,6.37584249882753,-2.165999999999258,80,"","OK"
1103,547,15.234000000000378,6.275227342650786,2.600000000000364,81.6,"","OK"
1105,548,15.418999999999869,6.1693381337351205,7.181000000000495,81.6,"","OK"
1108,549,32.163000000000466,6.543942000376704,-4.981999999999971,80,"","OK"
1109,550,15.850999999998749,6.394258125353239,-0.8329999999987194,80,"","OK"
1111,551,16.00799999999981,6.2441169925186735,3.1590000000014697,81.6,"","OK"
1113,552,15.897000000000844,6.110297180486204,7.262000000000626,81.6,"","OK"
1116,553,31.326999999999316,6.436341106705774,-4.06499999999869,80,"","OK"
1117,554,14.904000000000451,6.352569787536635,1.0310000000008586,81.6,"","OK"
1119,555,15.954999999999927,6.2083466758156,5.076000000000931,81.6,"","OK"
1122,556,30.899999999999636,6.501575008577102,-5.823999999998705,80,"","OK"
1124,557,16.02100000000064,6.343914070540992,-1.8449999999993452,80,"","OK"
1126,558,15.972999999999956,6.199106941132183,2.1820000000006985,81.6,"","OK"
1127,559,14.951999999999316,6.127162757311464,7.230000000001382,81.6,"","OK"
1130,560,30.75500000000102,6.416402584979561,-3.524999999999636,80,"","OK"
1131,561,15.91399999999885,6.27075242341841,0.5610000000015134,81.6,"","OK"
1133,562,15.46900000000096,6.1620178969546995,5.092000000000553,81.6,"","OK"
1136,563,30.072000000000116,6.406391778395038,-4.979999999999563,80,"","OK"
1137,564,14.907999999999447,6.324242292245383,0.11200000000098953,81.6,"","OK"
1139,565,15.924000000000888,6.183727148979991,4.188000000000102,81.6,"","OK"
1141,566,29.90099999999984,6.416056702168731,-5.712999999999738,80,"","OK"
1143,567,14.944999999999709,6.330990658283204,-0.657999999999447,81.6,"","OK"
1146,568,14.98699999999917,6.248616242140556,4.355000000001382,81.6,"","OK"
1147,569,16.02100000000064,6.106765227006731,8.334000000000742,81.6,"","OK"
1149,570,31.185999999999694,6.424217400318791,-2.8519999999989523,80,"","OK"
1151,571,15.621999999999389,6.2963288127989046,1.526000000001659,81.6,"","OK"
1153,572,15.032000000001062,6.213308261998907,6.494000000000597,81.6,"","OK"
1155,573,31.253999999998996,6.528351495623912,-4.759999999998399,80,"","OK"
1157,574,15.781000000000859,6.384017027147364,-0.5409999999992579,81.6,"","OK"
1159,575,15.351000000000568,6.275578462950619,4.108000000000175,81.6,"","OK"
1161,576,15.800999999999476,6.145792309016238,8.307000000000698,81.6,"","OK"
1163,577,30.945999999999913,6.445805289702717,-2.638999999999214,80,"","OK"
1165,578,16.230999999999767,6.278504959096312,1.1300000000010186,81.6,"","OK"
1167,579,15.834000000000742,6.146473399152746,5.2960000000002765,81.6,"","OK"
1169,580,30.941999999999098,6.446193811705643,-5.645999999998821,80,"","OK"
1171,581,15.878000000000611,6.3009316984740025,-1.5239999999994325,81.6,"","OK"
1173,582,15.630999999999403,6.180185967319415,2.845000000001164,81.6,"","OK"
1175,583,15.858000000000175,6.05279934436194,6.9870000000009895,81.6,"","OK"
1178,584,31.005999999999403,6.362374385339281,-4.018999999998414,80,"","OK"
1179,585,14.851000000000568,6.286538486255541,1.1300000000010186,81.6,"","OK"
1181,586,16.096999999999753,6.137567330864585,5.033000000001266,81.6,"","OK"
1184,587,31.44000000000051,6.468969372685581,-6.406999999999243,80,"","OK"
1185,588,15.188000000000102,6.365408786892726,-1.5949999999993452,80,"","OK"
1187,589,15.11199999999917,6.273070737711982,3.2930000000014843,81.6,"","OK"
1189,590,15.134000000000015,6.1851288166049825,8.15900000000147,81.6,"","OK"
1191,591,31.681000000000495,6.528620765567202,-3.521999999999025,80,"","OK"
1194,592,15.305000000000291,6.414019467719234,1.173000000000684,81.6,"","OK"
1195,593,15.899999999999636,6.269393250986805,5.273000000001048,81.6,"","OK"
1198,594,29.43499999999949,6.467243672800097,-4.161999999998443,80,"","OK"
1199,595,15.751000000000204,6.328603443250079,0.08700000000135333,80,"","OK"
1202,596,15.947000000000116,6.186378228046942,4.140000000001237,81.6,"","OK"
1203,597,15.243000000000393,6.097042088793983,8.897000000000844,81.6,"","OK"
1205,598,30.846999999999753,6.3939144582443435,-1.9499999999989086,80,"","OK"
1207,599,16.040000000000873,6.241794804604018,2.0100000000002183,81.6,"","OK"
1209,600,16,6.101682629316267,6.010000000000218,81.6,"","OK"
1211,601,30.56499999999869,6.380639964983918,-4.554999999998472,80,"","OK"
1213,602,15.374000000001615,6.2709749671723225,0.07099999999991269,80,"","OK"
1215,603,15.343999999999141,6.170039031724106,4.727000000000771,81.6,"","OK"
1218,604,30.808999999999287,6.459974092241305,-6.081999999998516,80,"","OK"
1219,605,15.287000000000262,6.350788211476207,-1.3689999999987776,80,"","OK"
1221,606,15.625,6.2273014482589435,3.0060000000012224,81.6,"","OK"
1223,607,15.009000000000015,6.150032607742759,7.997000000001208,81.6,"","OK"
1225,608,31.792999999999665,6.502718069758815,-3.7959999999984575,80,"","OK"
1227,609,15.317000000000917,6.388985690398832,0.8870000000006257,80,"","OK"
1229,610,15.786000000000058,6.253049084748902,5.1010000000005675,81.6,"","OK"
1232,611,30.396999999999025,6.512046016952034,-5.2959999999984575,80,"","OK"
1233,612,16.06800000000112,6.350793140892462,-1.363999999999578,80,"","OK"
1235,613,15.921000000000276,6.208806069586665,2.7150000000001455,81.6,"","OK"
1237,614,15.427999999999884,6.106505690237506,7.287000000000262,81.6,"","OK"
1239,615,31.185999999999694,6.423974084597642,-3.8989999999994325,80,"","OK"
1241,616,14.962999999999738,6.337288204310306,1.1380000000008295,81.6,"","OK"
1243,617,15.45299999999952,6.225395191540941,5.68500000000131,81.6,"","OK"
1245,618,32.181000000000495,6.597620492069663,-6.495999999999185,80,"","OK"
1247,619,15.621999999999389,6.458894211315347,-2.117999999998574,80,"","OK"
1249,620,14.878000000000611,6.3753383231081,3.004000000000815,81.6,"","OK"
1251,621,15.88800000000083,6.233879677913792,7.1159999999999854,81.6,"","OK"
1253,622,31.183999999999287,6.543262198044135,-4.0679999999993015,80,"","OK"
1256,623,15.140999999999622,6.437995810666401,0.7910000000010768,81.6,"","OK"
1257,624,14.885000000000218,6.355308572499737,5.906000000000859,81.6,"","OK"
1260,625,31.324000000000524,6.6658517867185365,-5.417999999999665,80,"","OK"
1261,626,15.564000000000306,6.526486050048609,-0.9819999999999709,80,"","OK"
1263,627,15.621999999999389,6.3922056719206095,3.3960000000006403,81.6,"","OK"
1265,628,15.653000000000247,6.264380317425556,7.743000000000393,81.6,"","OK"
1267,629,31.18000000000029,6.571606547586477,-3.436999999999898,80,"","OK"
1269,630,15.584999999999127,6.436818638362377,0.978000000000975,81.6,"","OK"
1271,631,15.706000000000131,6.30289247346472,5.272000000000844,81.6,"","OK"
1273,632,30.43000000000029,6.560836693873193,-5.157999999999447,80,"","OK"
1275,633,15.532999999999447,6.429971900506152,-0.690999999998894,80,"","OK"
1277,634,15.79700000000048,6.290786156724488,3.5120000000006257,81.6,"","OK"
1279,635,15.32799999999952,6.189612021929237,8.184000000001106,81.6,"","OK"
1282,636,30.691000000000713,6.470948770558705,-2.506999999999607,80,"","OK"
1283,637,15.518000000000029,6.346639472398784,1.9750000000003638,81.6,"","OK"
1285,638,15.307999999999083,6.2432245053739175,6.667000000001281,81.6,"","OK"
1287,639,30.695999999999913,6.521522973788042,-4.028999999998632,80,"","OK"
1289,640,15.31000000000131,6.407052787926208,0.6610000000000582,80,"","OK"
1291,641,14.967999999998938,6.321111988680887,5.6930000000011205,81.6,"","OK"
1293,642,31.296000000000276,6.632042489388349,-5.602999999999156,80,"","OK"
1295,643,15.512000000000626,6.4980398338015375,-1.1149999999997817,80,"","OK"
1297,644,15.868000000000393,6.350162344188917,3.0169999999998254,81.6,"","OK"
1299,645,14.988999999999578,6.266464697677136,8.028000000000247,81.6,"","OK"
1301,646,30.961999999999534,6.5599356540722855,-2.933999999999287,80,"","OK"
1303,647,14.811999999999898,6.474189675692774,2.254000000000815,80,"","OK"
1305,648,15.001000000000204,6.381990320961963,7.253000000000611,81.6,"","OK"
1308,649,30.752000000000407,6.655115925901866,-3.4989999999997963,80,"","OK"
1309,650,15.65099999999984,6.510983680533009,0.8500000000003638,80,"","OK"
1311,651,15.698999999998705,6.372859700499777,5.151000000001659,81.6,"","OK"
1314,652,31.14100000000144,6.6708684692186315,-5.989999999999782,80,"","OK"
1315,653,15.944999999999709,6.507376689892485,-1.9349999999994907,80,"","OK"
1317,654,15.09900000000016,6.406978146774195,2.9660000000003492,81.6,"","OK"
1319,655,15.296000000000276,6.300542012600791,7.670000000000073,81.6,"","OK"
1321,656,31.3849999999984,6.6183206368131415,-3.7149999999983265,80,"","OK"
1323,657,15.423000000000684,6.490738097012278,0.8620000000009895,80,"","OK"
1325,658,15.53900000000067,6.363879465948968,5.32300000000032,81.6,"","OK"
1328,659,31.33599999999933,6.674636999327116,-6.0129999999990105,80,"","OK"
1329,660,15.094999999999345,6.564034686869212,-1.1079999999983556,80,"","OK"
1331,661,16.105000000001382,6.3972200189398,2.787000000000262,81.6,"","OK"
1333,662,14.916999999999462,6.315081267756096,7.8700000000008,81.6,"","OK"
1336,663,30.362999999999374,6.5680761885213,-2.492999999998574,80,"","OK"
1337,664,15.722000000001572,6.424946426738621,1.7849999999998545,80,"","OK"
1339,665,15.118999999998778,6.328449775067534,6.666000000001077,81.6,"","OK"
1341,666,31.825000000000728,6.671984164125858,-5.158999999999651,80,"","OK"
1343,667,15.786000000000058,6.518360153867988,-0.944999999999709,80,"","OK"
1345,668,15.316999999999098,6.403650144251295,3.7380000000011933,81.6,"","OK"
1347,669,15.735000000000582,6.2699845102355525,8.003000000000611,81.6,"","OK"
1349,670,30.657999999999447,6.544235478345795,-2.654999999998836,80,"","OK"
1351,671,15.28900000000067,6.429658260949141,2.0560000000004948,80,"","OK"
1353,672,15.337999999999738,6.319179619639836,6.718000000000757,81.6,"","OK"
1355,673,29.251000000000204,6.502418393412359,-2.532999999999447,80,"","OK"
1357,674,15.575999999999112,6.372517243824142,1.8910000000014406,80,"","OK"
1359,675,15.210000000000946,6.273609916085074,6.681000000000495,81.6,"","OK"
1361,676,31.340000000000146,6.590259296329766,-4.658999999999651,80,"","OK"
1363,677,15.924999999999272,6.433055590309201,-0.5839999999989232,80,"","OK"
1365,678,15.680000000000291,6.300989615914858,3.736000000000786,80,"","OK"
1367,679,15.700000000000728,6.175927764920134,8.036000000000058,81.6,"","OK"
1369,680,31.259000000000015,6.493619779612627,-3.2229999999999563,80,"","OK"
1371,681,16.037999999998647,6.335393543386922,0.739000000001397,80,"","OK"
1373,682,16.23400000000038,6.174806446925215,4.505000000001019,81.6,"","OK"
1375,683,15.780000000000655,6.052631043992348,8.725000000000364,81.6,"","OK"
1378,684,31.941999999999098,6.42071660374277,-3.216999999998734,80,"","OK"
1380,685,15.968000000000757,6.271421816008799,0.8150000000005093,80,"","OK"
1381,686,15.296000000000276,6.173457952508232,5.519000000000233,81.6,"","OK"
1383,687,31.01800000000003,6.47624183047647,-5.498999999999796,80,"","OK"
1386,688,15.713999999999942,6.339351716071694,-1.212999999999738,80,"","OK"
1387,689,15.68499999999949,6.212829733817245,3.1020000000007713,81.6,"","OK"
1389,690,15.317999999999302,6.117152875453711,7.78400000000147,81.6,"","OK"
1391,691,30.004000000000815,6.360080820737905,-2.219999999999345,80,"","OK"
1397,692,14.820999999999913,6.2862632694417915,2.959000000000742,81.6,"","OK"
1399,693,15.503999999998996,6.174371815101742,7.455000000001746,81.6,"","OK"
1401,694,30.90100000000166,6.4697860766579876,-3.4459999999999127,80,"","OK"
1403,695,15.70799999999872,6.333674446866944,0.8460000000013679,80,"","OK"
1405,696,14.986000000000786,6.25119479393771,5.860000000000582,81.6,"","OK"
1407,697,30.86999999999898,6.539870119316539,-5.009999999998399,80,"","OK"
1409,698,16.162000000000262,6.37100323685924,-1.1719999999986612,80,"","OK"
1411,699,15.522000000000844,6.252690534555485,3.3060000000004948,81.6,"","OK"
1413,700,15.509000000000015,6.142584876145766,7.79700000000048,81.6,"","OK"
1415,701,30.64099999999962,6.423735821386632,-2.8439999999991414,80,"","OK"
1417,702,14.986000000000786,6.335627332549919,2.1700000000000728,81.6,"","OK"
1419,703,15.421999999998661,6.225775624265633,6.7480000000014115,81.6,"","OK"
1421,704,31.066000000000713,6.528289647749075,-4.3179999999993015,80,"","OK"
1423,705,14.880999999999403,6.440209044764795,0.8010000000012951,80,"","OK"
1425,706,16.011000000000422,6.2870084794669685,4.790000000000873,81.6,"","OK"
1427,707,30.603000000000975,6.556757949500344,-5.813000000000102,80,"","OK"
1429,708,15.903999999998632,6.402960577656659,-1.716999999998734,80,"","OK"
1431,709,14.939000000000306,6.3190880415530986,3.3440000000009604,81.6,"","OK"
1433,710,15.141999999999825,6.227770038956041,8.202000000001135,81.6,"","OK"
1435,711,31.298000000000684,6.544659411521331,-3.095999999999549,80,"","OK"
1438,712,14.988999999999578,6.448805698301274,1.9150000000008731,80,"","OK"
1439,713,15.619000000000597,6.319567842157407,6.2960000000002765,81.6,"","OK"
1442,714,31.22099999999955,6.625907352022541,-4.924999999999272,80,"","OK"
1443,715,15.225000000000364,6.510225642521109,-0.1499999999996362,80,"","OK"
1445,716,15.067999999999302,6.411586539863584,4.782000000001062,81.6,"","OK"
1447,717,31.509000000000015,6.730174881122111,-6.726999999998952,80,"","OK"
1449,718,15.685999999999694,6.579163951051998,-2.4129999999986467,80,"","OK"
